235, [s0.0_00000, s0.0_10000, s0.0_01000, s0.0_00100, s0.0_00010, s0.0_00001, s0.0_11000, s0.0_10100, s0.0_10010, s0.0_10001, s0.0_01100, s0.0_01010, s0.0_01001, s0.0_00110, s0.0_00101, s0.0_00011, s0.0_11100, s0.0_11010, s0.0_11001, s0.0_10110, s0.0_10101, s0.0_10011, s0.0_01110, s0.0_01101, s0.0_01011, s0.0_00111, s0.1_00000, s0.1_10000, s0.1_01000, s0.1_00100, s0.1_00010, s0.1_00001, s0.1_11000, s0.1_10100, s0.1_10010, s0.1_10001, s0.1_01100, s0.1_01010, s0.1_01001, s0.1_00110, s0.1_00101, s0.1_00011, s0.1_11100, s0.1_11010, s0.1_11001, s0.1_10110, s0.1_10101, s0.1_10011, s0.1_01110, s0.1_01101, s0.1_01011, s0.1_00111, s0.2_00000, s0.2_10000, s0.2_01000, s0.2_00100, s0.2_00010, s0.2_00001, s0.2_11000, s0.2_10100, s0.2_10010, s0.2_10001, s0.2_01100, s0.2_01010, s0.2_01001, s0.2_00110, s0.2_00101, s0.2_00011, s0.2_11100, s0.2_11010, s0.2_11001, s0.2_10110, s0.2_10101, s0.2_10011, s0.2_01110, s0.2_01101, s0.2_01011, s0.2_00111, s1.0_00000, s1.0_10000, s1.0_01000, s1.0_00100, s1.0_00010, s1.0_00001, s1.0_11000, s1.0_10100, s1.0_10010, s1.0_10001, s1.0_01100, s1.0_01010, s1.0_01001, s1.0_00110, s1.0_00101, s1.0_00011, s1.0_11100, s1.0_11010, s1.0_11001, s1.0_10110, s1.0_10101, s1.0_10011, s1.0_01110, s1.0_01101, s1.0_01011, s1.0_00111, s1.1_00000, s1.1_10000, s1.1_01000, s1.1_00100, s1.1_00010, s1.1_00001, s1.1_11000, s1.1_10100, s1.1_10010, s1.1_10001, s1.1_01100, s1.1_01010, s1.1_01001, s1.1_00110, s1.1_00101, s1.1_00011, s1.1_11100, s1.1_11010, s1.1_11001, s1.1_10110, s1.1_10101, s1.1_10011, s1.1_01110, s1.1_01101, s1.1_01011, s1.1_00111, s1.2_00000, s1.2_10000, s1.2_01000, s1.2_00100, s1.2_00010, s1.2_00001, s1.2_11000, s1.2_10100, s1.2_10010, s1.2_10001, s1.2_01100, s1.2_01010, s1.2_01001, s1.2_00110, s1.2_00101, s1.2_00011, s1.2_11100, s1.2_11010, s1.2_11001, s1.2_10110, s1.2_10101, s1.2_10011, s1.2_01110, s1.2_01101, s1.2_01011, s1.2_00111, s2.0_00000, s2.0_10000, s2.0_01000, s2.0_00100, s2.0_00010, s2.0_00001, s2.0_11000, s2.0_10100, s2.0_10010, s2.0_10001, s2.0_01100, s2.0_01010, s2.0_01001, s2.0_00110, s2.0_00101, s2.0_00011, s2.0_11100, s2.0_11010, s2.0_11001, s2.0_10110, s2.0_10101, s2.0_10011, s2.0_01110, s2.0_01101, s2.0_01011, s2.0_00111, s2.1_00000, s2.1_10000, s2.1_01000, s2.1_00100, s2.1_00010, s2.1_00001, s2.1_11000, s2.1_10100, s2.1_10010, s2.1_10001, s2.1_01100, s2.1_01010, s2.1_01001, s2.1_00110, s2.1_00101, s2.1_00011, s2.1_11100, s2.1_11010, s2.1_11001, s2.1_10110, s2.1_10101, s2.1_10011, s2.1_01110, s2.1_01101, s2.1_01011, s2.1_00111, s2.2_00000, s2.2_10000, s2.2_01000, s2.2_00100, s2.2_00010, s2.2_00001, s2.2_11000, s2.2_10100, s2.2_10010, s2.2_10001, s2.2_01100, s2.2_01010, s2.2_01001, s2.2_00110, s2.2_00101, s2.2_00011, s2.2_11100, s2.2_11010, s2.2_11001, s2.2_10110, s2.2_10101, s2.2_10011, s2.2_01110, s2.2_01101, s2.2_01011, s2.2_00111, exit]
1, [e1]
10, [North, South, East, West, Sample, Check0, Check1, Check2, Check3, Check4]
3, [Bad, Good, Nothing]

0, []

# Transition function (s,a,s -> p)
8,27,0 -> 0.606132
8,27,1 -> 0.393868
8,28,0 -> 0.606132
8,28,1 -> 0.393868
8,29,0 -> 0.606132
8,29,1 -> 0.393868
8,30,1 -> 0.606132
8,30,0 -> 0.393868
8,31,0 -> 0.606132
8,31,1 -> 0.393868
8,32,0 -> 0.606132
8,32,1 -> 0.393868
8,33,0 -> 0.606132
8,33,1 -> 0.393868
8,34,1 -> 0.606132
8,34,0 -> 0.393868
8,35,0 -> 0.606132
8,35,1 -> 0.393868
8,36,0 -> 0.606132
8,36,1 -> 0.393868
8,37,1 -> 0.606132
8,37,0 -> 0.393868
8,38,0 -> 0.606132
8,38,1 -> 0.393868
8,39,1 -> 0.606132
8,39,0 -> 0.393868
8,40,0 -> 0.606132
8,40,1 -> 0.393868
8,41,1 -> 0.606132
8,41,0 -> 0.393868
8,42,0 -> 0.606132
8,42,1 -> 0.393868
8,43,1 -> 0.606132
8,43,0 -> 0.393868
8,44,0 -> 0.606132
8,44,1 -> 0.393868
8,45,1 -> 0.606132
8,45,0 -> 0.393868
8,46,0 -> 0.606132
8,46,1 -> 0.393868
8,47,1 -> 0.606132
8,47,0 -> 0.393868
8,48,1 -> 0.606132
8,48,0 -> 0.393868
8,49,0 -> 0.606132
8,49,1 -> 0.393868
8,50,1 -> 0.606132
8,50,0 -> 0.393868
8,51,1 -> 0.606132
8,51,0 -> 0.393868
8,52,0 -> 0.570393
8,52,1 -> 0.429607
8,53,0 -> 0.570393
8,53,1 -> 0.429607
8,54,0 -> 0.570393
8,54,1 -> 0.429607
8,55,0 -> 0.570393
8,55,1 -> 0.429607
8,56,1 -> 0.570393
8,56,0 -> 0.429607
8,57,0 -> 0.570393
8,57,1 -> 0.429607
8,58,0 -> 0.570393
8,58,1 -> 0.429607
8,59,0 -> 0.570393
8,59,1 -> 0.429607
8,60,1 -> 0.570393
8,60,0 -> 0.429607
8,61,0 -> 0.570393
8,61,1 -> 0.429607
8,62,0 -> 0.570393
8,62,1 -> 0.429607
8,63,1 -> 0.570393
8,63,0 -> 0.429607
8,64,0 -> 0.570393
8,64,1 -> 0.429607
8,65,1 -> 0.570393
8,65,0 -> 0.429607
8,66,0 -> 0.570393
8,66,1 -> 0.429607
8,67,1 -> 0.570393
8,67,0 -> 0.429607
8,68,0 -> 0.570393
8,68,1 -> 0.429607
8,69,1 -> 0.570393
8,69,0 -> 0.429607
8,70,0 -> 0.570393
8,70,1 -> 0.429607
8,71,1 -> 0.570393
8,71,0 -> 0.429607
8,72,0 -> 0.570393
8,72,1 -> 0.429607
8,73,1 -> 0.570393
8,73,0 -> 0.429607
8,74,1 -> 0.570393
8,74,0 -> 0.429607
8,75,0 -> 0.570393
8,75,1 -> 0.429607
8,76,1 -> 0.570393
8,76,0 -> 0.429607
8,77,1 -> 0.570393
8,77,0 -> 0.429607
8,78,0 -> 0.75
8,78,1 -> 0.25
8,79,0 -> 0.75
8,79,1 -> 0.25
8,80,0 -> 0.75
8,80,1 -> 0.25
8,81,0 -> 0.75
8,81,1 -> 0.25
8,82,1 -> 0.75
8,82,0 -> 0.25
8,83,0 -> 0.75
8,83,1 -> 0.25
8,84,0 -> 0.75
8,84,1 -> 0.25
8,85,0 -> 0.75
8,85,1 -> 0.25
8,86,1 -> 0.75
8,86,0 -> 0.25
8,87,0 -> 0.75
8,87,1 -> 0.25
8,88,0 -> 0.75
8,88,1 -> 0.25
8,89,1 -> 0.75
8,89,0 -> 0.25
8,90,0 -> 0.75
8,90,1 -> 0.25
8,91,1 -> 0.75
8,91,0 -> 0.25
8,92,0 -> 0.75
8,92,1 -> 0.25
8,93,1 -> 0.75
8,93,0 -> 0.25
8,94,0 -> 0.75
8,94,1 -> 0.25
8,95,1 -> 0.75
8,95,0 -> 0.25
8,96,0 -> 0.75
8,96,1 -> 0.25
8,97,1 -> 0.75
8,97,0 -> 0.25
8,98,0 -> 0.75
8,98,1 -> 0.25
8,99,1 -> 0.75
8,99,0 -> 0.25
8,100,1 -> 0.75
8,100,0 -> 0.25
8,101,0 -> 0.75
8,101,1 -> 0.25
8,102,1 -> 0.75
8,102,0 -> 0.25
8,103,1 -> 0.75
8,103,0 -> 0.25
8,104,0 -> 0.687607
8,104,1 -> 0.312393
8,105,0 -> 0.687607
8,105,1 -> 0.312393
8,106,0 -> 0.687607
8,106,1 -> 0.312393
8,107,0 -> 0.687607
8,107,1 -> 0.312393
8,108,1 -> 0.687607
8,108,0 -> 0.312393
8,109,0 -> 0.687607
8,109,1 -> 0.312393
8,110,0 -> 0.687607
8,110,1 -> 0.312393
8,111,0 -> 0.687607
8,111,1 -> 0.312393
8,112,1 -> 0.687607
8,112,0 -> 0.312393
8,113,0 -> 0.687607
8,113,1 -> 0.312393
8,114,0 -> 0.687607
8,114,1 -> 0.312393
8,115,1 -> 0.687607
8,115,0 -> 0.312393
8,116,0 -> 0.687607
8,116,1 -> 0.312393
8,117,1 -> 0.687607
8,117,0 -> 0.312393
8,118,0 -> 0.687607
8,118,1 -> 0.312393
8,119,1 -> 0.687607
8,119,0 -> 0.312393
8,120,0 -> 0.687607
8,120,1 -> 0.312393
8,121,1 -> 0.687607
8,121,0 -> 0.312393
8,122,0 -> 0.687607
8,122,1 -> 0.312393
8,123,1 -> 0.687607
8,123,0 -> 0.312393
8,124,0 -> 0.687607
8,124,1 -> 0.312393
8,125,1 -> 0.687607
8,125,0 -> 0.312393
8,126,1 -> 0.687607
8,126,0 -> 0.312393
8,127,0 -> 0.687607
8,127,1 -> 0.312393
8,128,1 -> 0.687607
8,128,0 -> 0.312393
8,129,1 -> 0.687607
8,129,0 -> 0.312393
8,130,0 -> 0.606132
8,130,1 -> 0.393868
8,131,0 -> 0.606132
8,131,1 -> 0.393868
8,132,0 -> 0.606132
8,132,1 -> 0.393868
8,133,0 -> 0.606132
8,133,1 -> 0.393868
8,134,1 -> 0.606132
8,134,0 -> 0.393868
8,135,0 -> 0.606132
8,135,1 -> 0.393868
8,136,0 -> 0.606132
8,136,1 -> 0.393868
8,137,0 -> 0.606132
8,137,1 -> 0.393868
8,138,1 -> 0.606132
8,138,0 -> 0.393868
8,139,0 -> 0.606132
8,139,1 -> 0.393868
8,140,0 -> 0.606132
8,140,1 -> 0.393868
8,141,1 -> 0.606132
8,141,0 -> 0.393868
8,142,0 -> 0.606132
8,142,1 -> 0.393868
8,143,1 -> 0.606132
8,143,0 -> 0.393868
8,144,0 -> 0.606132
8,144,1 -> 0.393868
8,145,1 -> 0.606132
8,145,0 -> 0.393868
8,146,0 -> 0.606132
8,146,1 -> 0.393868
8,147,1 -> 0.606132
8,147,0 -> 0.393868
8,148,0 -> 0.606132
8,148,1 -> 0.393868
8,149,1 -> 0.606132
8,149,0 -> 0.393868
8,150,0 -> 0.606132
8,150,1 -> 0.393868
8,151,1 -> 0.606132
8,151,0 -> 0.393868
8,152,1 -> 0.606132
8,152,0 -> 0.393868
8,153,0 -> 0.606132
8,153,1 -> 0.393868
8,154,1 -> 0.606132
8,154,0 -> 0.393868
8,155,1 -> 0.606132
8,155,0 -> 0.393868
8,156,0 -> 1.0
8,156,1 -> 0.0
8,157,0 -> 1.0
8,157,1 -> 0.0
8,158,0 -> 1.0
8,158,1 -> 0.0
8,159,0 -> 1.0
8,159,1 -> 0.0
8,160,1 -> 1.0
8,160,0 -> 0.0
8,161,0 -> 1.0
8,161,1 -> 0.0
8,162,0 -> 1.0
8,162,1 -> 0.0
8,163,0 -> 1.0
8,163,1 -> 0.0
8,164,1 -> 1.0
8,164,0 -> 0.0
8,165,0 -> 1.0
8,165,1 -> 0.0
8,166,0 -> 1.0
8,166,1 -> 0.0
8,167,1 -> 1.0
8,167,0 -> 0.0
8,168,0 -> 1.0
8,168,1 -> 0.0
8,169,1 -> 1.0
8,169,0 -> 0.0
8,170,0 -> 1.0
8,170,1 -> 0.0
8,171,1 -> 1.0
8,171,0 -> 0.0
8,172,0 -> 1.0
8,172,1 -> 0.0
8,173,1 -> 1.0
8,173,0 -> 0.0
8,174,0 -> 1.0
8,174,1 -> 0.0
8,175,1 -> 1.0
8,175,0 -> 0.0
8,176,0 -> 1.0
8,176,1 -> 0.0
8,177,1 -> 1.0
8,177,0 -> 0.0
8,178,1 -> 1.0
8,178,0 -> 0.0
8,179,0 -> 1.0
8,179,1 -> 0.0
8,180,1 -> 1.0
8,180,0 -> 0.0
8,181,1 -> 1.0
8,181,0 -> 0.0
8,182,0 -> 0.75
8,182,1 -> 0.25
8,183,0 -> 0.75
8,183,1 -> 0.25
8,184,0 -> 0.75
8,184,1 -> 0.25
8,185,0 -> 0.75
8,185,1 -> 0.25
8,186,1 -> 0.75
8,186,0 -> 0.25
8,187,0 -> 0.75
8,187,1 -> 0.25
8,188,0 -> 0.75
8,188,1 -> 0.25
8,189,0 -> 0.75
8,189,1 -> 0.25
8,190,1 -> 0.75
8,190,0 -> 0.25
8,191,0 -> 0.75
8,191,1 -> 0.25
8,192,0 -> 0.75
8,192,1 -> 0.25
8,193,1 -> 0.75
8,193,0 -> 0.25
8,194,0 -> 0.75
8,194,1 -> 0.25
8,195,1 -> 0.75
8,195,0 -> 0.25
8,196,0 -> 0.75
8,196,1 -> 0.25
8,197,1 -> 0.75
8,197,0 -> 0.25
8,198,0 -> 0.75
8,198,1 -> 0.25
8,199,1 -> 0.75
8,199,0 -> 0.25
8,200,0 -> 0.75
8,200,1 -> 0.25
8,201,1 -> 0.75
8,201,0 -> 0.25
8,202,0 -> 0.75
8,202,1 -> 0.25
8,203,1 -> 0.75
8,203,0 -> 0.25
8,204,1 -> 0.75
8,204,0 -> 0.25
8,205,0 -> 0.75
8,205,1 -> 0.25
8,206,1 -> 0.75
8,206,0 -> 0.25
8,207,1 -> 0.75
8,207,0 -> 0.25
8,208,0 -> 0.625
8,208,1 -> 0.375
8,209,0 -> 0.625
8,209,1 -> 0.375
8,210,0 -> 0.625
8,210,1 -> 0.375
8,211,0 -> 0.625
8,211,1 -> 0.375
8,212,1 -> 0.625
8,212,0 -> 0.375
8,213,0 -> 0.625
8,213,1 -> 0.375
8,214,0 -> 0.625
8,214,1 -> 0.375
8,215,0 -> 0.625
8,215,1 -> 0.375
8,216,1 -> 0.625
8,216,0 -> 0.375
8,217,0 -> 0.625
8,217,1 -> 0.375
8,218,0 -> 0.625
8,218,1 -> 0.375
8,219,1 -> 0.625
8,219,0 -> 0.375
8,220,0 -> 0.625
8,220,1 -> 0.375
8,221,1 -> 0.625
8,221,0 -> 0.375
8,222,0 -> 0.625
8,222,1 -> 0.375
8,223,1 -> 0.625
8,223,0 -> 0.375
8,224,0 -> 0.625
8,224,1 -> 0.375
8,225,1 -> 0.625
8,225,0 -> 0.375
8,226,0 -> 0.625
8,226,1 -> 0.375
8,227,1 -> 0.625
8,227,0 -> 0.375
8,228,0 -> 0.625
8,228,1 -> 0.375
8,229,1 -> 0.625
8,229,0 -> 0.375
8,230,1 -> 0.625
8,230,0 -> 0.375
8,231,0 -> 0.625
8,231,1 -> 0.375
8,232,1 -> 0.625
8,232,0 -> 0.375
8,233,1 -> 0.625
8,233,0 -> 0.375
9,0,0 -> 0.606132
9,0,1 -> 0.393868
9,1,0 -> 0.606132
9,1,1 -> 0.393868
9,2,0 -> 0.606132
9,2,1 -> 0.393868
9,3,0 -> 0.606132
9,3,1 -> 0.393868
9,4,0 -> 0.606132
9,4,1 -> 0.393868
9,5,1 -> 0.606132
9,5,0 -> 0.393868
9,6,0 -> 0.606132
9,6,1 -> 0.393868
9,7,0 -> 0.606132
9,7,1 -> 0.393868
9,8,0 -> 0.606132
9,8,1 -> 0.393868
9,9,1 -> 0.606132
9,9,0 -> 0.393868
9,10,0 -> 0.606132
9,10,1 -> 0.393868
9,11,0 -> 0.606132
9,11,1 -> 0.393868
9,12,1 -> 0.606132
9,12,0 -> 0.393868
9,13,0 -> 0.606132
9,13,1 -> 0.393868
9,14,1 -> 0.606132
9,14,0 -> 0.393868
9,15,1 -> 0.606132
9,15,0 -> 0.393868
9,16,0 -> 0.606132
9,16,1 -> 0.393868
9,17,0 -> 0.606132
9,17,1 -> 0.393868
9,18,1 -> 0.606132
9,18,0 -> 0.393868
9,19,0 -> 0.606132
9,19,1 -> 0.393868
9,20,1 -> 0.606132
9,20,0 -> 0.393868
9,21,1 -> 0.606132
9,21,0 -> 0.393868
9,22,0 -> 0.606132
9,22,1 -> 0.393868
9,23,1 -> 0.606132
9,23,0 -> 0.393868
9,24,1 -> 0.606132
9,24,0 -> 0.393868
9,25,1 -> 0.606132
9,25,0 -> 0.393868
9,26,0 -> 0.687607
9,26,1 -> 0.312393
9,27,0 -> 0.687607
9,27,1 -> 0.312393
9,28,0 -> 0.687607
9,28,1 -> 0.312393
9,29,0 -> 0.687607
9,29,1 -> 0.312393
9,30,0 -> 0.687607
9,30,1 -> 0.312393
9,31,1 -> 0.687607
9,31,0 -> 0.312393
9,32,0 -> 0.687607
9,32,1 -> 0.312393
9,33,0 -> 0.687607
9,33,1 -> 0.312393
9,34,0 -> 0.687607
9,34,1 -> 0.312393
9,35,1 -> 0.687607
9,35,0 -> 0.312393
9,36,0 -> 0.687607
9,36,1 -> 0.312393
9,37,0 -> 0.687607
9,37,1 -> 0.312393
9,38,1 -> 0.687607
9,38,0 -> 0.312393
9,39,0 -> 0.687607
9,39,1 -> 0.312393
9,40,1 -> 0.687607
9,40,0 -> 0.312393
9,41,1 -> 0.687607
9,41,0 -> 0.312393
9,42,0 -> 0.687607
9,42,1 -> 0.312393
9,43,0 -> 0.687607
9,43,1 -> 0.312393
9,44,1 -> 0.687607
9,44,0 -> 0.312393
9,45,0 -> 0.687607
9,45,1 -> 0.312393
9,46,1 -> 0.687607
9,46,0 -> 0.312393
9,47,1 -> 0.687607
9,47,0 -> 0.312393
9,48,0 -> 0.687607
9,48,1 -> 0.312393
9,49,1 -> 0.687607
9,49,0 -> 0.312393
9,50,1 -> 0.687607
9,50,0 -> 0.312393
9,51,1 -> 0.687607
9,51,0 -> 0.312393
9,52,0 -> 0.75
9,52,1 -> 0.25
9,53,0 -> 0.75
9,53,1 -> 0.25
9,54,0 -> 0.75
9,54,1 -> 0.25
9,55,0 -> 0.75
9,55,1 -> 0.25
9,56,0 -> 0.75
9,56,1 -> 0.25
9,57,1 -> 0.75
9,57,0 -> 0.25
9,58,0 -> 0.75
9,58,1 -> 0.25
9,59,0 -> 0.75
9,59,1 -> 0.25
9,60,0 -> 0.75
9,60,1 -> 0.25
9,61,1 -> 0.75
9,61,0 -> 0.25
9,62,0 -> 0.75
9,62,1 -> 0.25
9,63,0 -> 0.75
9,63,1 -> 0.25
9,64,1 -> 0.75
9,64,0 -> 0.25
9,65,0 -> 0.75
9,65,1 -> 0.25
9,66,1 -> 0.75
9,66,0 -> 0.25
9,67,1 -> 0.75
9,67,0 -> 0.25
9,68,0 -> 0.75
9,68,1 -> 0.25
9,69,0 -> 0.75
9,69,1 -> 0.25
9,70,1 -> 0.75
9,70,0 -> 0.25
9,71,0 -> 0.75
9,71,1 -> 0.25
9,72,1 -> 0.75
9,72,0 -> 0.25
9,73,1 -> 0.75
9,73,0 -> 0.25
9,74,0 -> 0.75
9,74,1 -> 0.25
9,75,1 -> 0.75
9,75,0 -> 0.25
9,76,1 -> 0.75
9,76,0 -> 0.25
9,77,1 -> 0.75
9,77,0 -> 0.25
9,78,0 -> 0.625
9,78,1 -> 0.375
9,79,0 -> 0.625
9,79,1 -> 0.375
9,80,0 -> 0.625
9,80,1 -> 0.375
9,81,0 -> 0.625
9,81,1 -> 0.375
9,82,0 -> 0.625
9,82,1 -> 0.375
9,83,1 -> 0.625
9,83,0 -> 0.375
9,84,0 -> 0.625
9,84,1 -> 0.375
9,85,0 -> 0.625
9,85,1 -> 0.375
9,86,0 -> 0.625
9,86,1 -> 0.375
9,87,1 -> 0.625
9,87,0 -> 0.375
9,88,0 -> 0.625
9,88,1 -> 0.375
9,89,0 -> 0.625
9,89,1 -> 0.375
9,90,1 -> 0.625
9,90,0 -> 0.375
9,91,0 -> 0.625
9,91,1 -> 0.375
9,92,1 -> 0.625
9,92,0 -> 0.375
9,93,1 -> 0.625
9,93,0 -> 0.375
9,94,0 -> 0.625
9,94,1 -> 0.375
9,95,0 -> 0.625
9,95,1 -> 0.375
9,96,1 -> 0.625
9,96,0 -> 0.375
9,97,0 -> 0.625
9,97,1 -> 0.375
9,98,1 -> 0.625
9,98,0 -> 0.375
9,99,1 -> 0.625
9,99,0 -> 0.375
9,100,0 -> 0.625
9,100,1 -> 0.375
9,101,1 -> 0.625
9,101,0 -> 0.375
9,102,1 -> 0.625
9,102,0 -> 0.375
9,103,1 -> 0.625
9,103,0 -> 0.375
9,104,0 -> 0.75
9,104,1 -> 0.25
9,105,0 -> 0.75
9,105,1 -> 0.25
9,106,0 -> 0.75
9,106,1 -> 0.25
9,107,0 -> 0.75
9,107,1 -> 0.25
9,108,0 -> 0.75
9,108,1 -> 0.25
9,109,1 -> 0.75
9,109,0 -> 0.25
9,110,0 -> 0.75
9,110,1 -> 0.25
9,111,0 -> 0.75
9,111,1 -> 0.25
9,112,0 -> 0.75
9,112,1 -> 0.25
9,113,1 -> 0.75
9,113,0 -> 0.25
9,114,0 -> 0.75
9,114,1 -> 0.25
9,115,0 -> 0.75
9,115,1 -> 0.25
9,116,1 -> 0.75
9,116,0 -> 0.25
9,117,0 -> 0.75
9,117,1 -> 0.25
9,118,1 -> 0.75
9,118,0 -> 0.25
9,119,1 -> 0.75
9,119,0 -> 0.25
9,120,0 -> 0.75
9,120,1 -> 0.25
9,121,0 -> 0.75
9,121,1 -> 0.25
9,122,1 -> 0.75
9,122,0 -> 0.25
9,123,0 -> 0.75
9,123,1 -> 0.25
9,124,1 -> 0.75
9,124,0 -> 0.25
9,125,1 -> 0.75
9,125,0 -> 0.25
9,126,0 -> 0.75
9,126,1 -> 0.25
9,127,1 -> 0.75
9,127,0 -> 0.25
9,128,1 -> 0.75
9,128,0 -> 0.25
9,129,1 -> 0.75
9,129,0 -> 0.25
9,130,0 -> 1.0
9,130,1 -> 0.0
9,131,0 -> 1.0
9,131,1 -> 0.0
9,132,0 -> 1.0
9,132,1 -> 0.0
9,133,0 -> 1.0
9,133,1 -> 0.0
9,134,0 -> 1.0
9,134,1 -> 0.0
9,135,1 -> 1.0
9,135,0 -> 0.0
9,136,0 -> 1.0
9,136,1 -> 0.0
9,137,0 -> 1.0
9,137,1 -> 0.0
9,138,0 -> 1.0
9,138,1 -> 0.0
9,139,1 -> 1.0
9,139,0 -> 0.0
9,140,0 -> 1.0
9,140,1 -> 0.0
9,141,0 -> 1.0
9,141,1 -> 0.0
9,142,1 -> 1.0
9,142,0 -> 0.0
9,143,0 -> 1.0
9,143,1 -> 0.0
9,144,1 -> 1.0
9,144,0 -> 0.0
9,145,1 -> 1.0
9,145,0 -> 0.0
9,146,0 -> 1.0
9,146,1 -> 0.0
9,147,0 -> 1.0
9,147,1 -> 0.0
9,148,1 -> 1.0
9,148,0 -> 0.0
9,149,0 -> 1.0
9,149,1 -> 0.0
9,150,1 -> 1.0
9,150,0 -> 0.0
9,151,1 -> 1.0
9,151,0 -> 0.0
9,152,0 -> 1.0
9,152,1 -> 0.0
9,153,1 -> 1.0
9,153,0 -> 0.0
9,154,1 -> 1.0
9,154,0 -> 0.0
9,155,1 -> 1.0
9,155,0 -> 0.0
9,156,0 -> 0.606132
9,156,1 -> 0.393868
9,157,0 -> 0.606132
9,157,1 -> 0.393868
9,158,0 -> 0.606132
9,158,1 -> 0.393868
9,159,0 -> 0.606132
9,159,1 -> 0.393868
9,160,0 -> 0.606132
9,160,1 -> 0.393868
9,161,1 -> 0.606132
9,161,0 -> 0.393868
9,162,0 -> 0.606132
9,162,1 -> 0.393868
9,163,0 -> 0.606132
9,163,1 -> 0.393868
9,164,0 -> 0.606132
9,164,1 -> 0.393868
9,165,1 -> 0.606132
9,165,0 -> 0.393868
9,166,0 -> 0.606132
9,166,1 -> 0.393868
9,167,0 -> 0.606132
9,167,1 -> 0.393868
9,168,1 -> 0.606132
9,168,0 -> 0.393868
9,169,0 -> 0.606132
9,169,1 -> 0.393868
9,170,1 -> 0.606132
9,170,0 -> 0.393868
9,171,1 -> 0.606132
9,171,0 -> 0.393868
9,172,0 -> 0.606132
9,172,1 -> 0.393868
9,173,0 -> 0.606132
9,173,1 -> 0.393868
9,174,1 -> 0.606132
9,174,0 -> 0.393868
9,175,0 -> 0.606132
9,175,1 -> 0.393868
9,176,1 -> 0.606132
9,176,0 -> 0.393868
9,177,1 -> 0.606132
9,177,0 -> 0.393868
9,178,0 -> 0.606132
9,178,1 -> 0.393868
9,179,1 -> 0.606132
9,179,0 -> 0.393868
9,180,1 -> 0.606132
9,180,0 -> 0.393868
9,181,1 -> 0.606132
9,181,0 -> 0.393868
9,182,0 -> 0.687607
9,182,1 -> 0.312393
9,183,0 -> 0.687607
9,183,1 -> 0.312393
9,184,0 -> 0.687607
9,184,1 -> 0.312393
9,185,0 -> 0.687607
9,185,1 -> 0.312393
9,186,0 -> 0.687607
9,186,1 -> 0.312393
9,187,1 -> 0.687607
9,187,0 -> 0.312393
9,188,0 -> 0.687607
9,188,1 -> 0.312393
9,189,0 -> 0.687607
9,189,1 -> 0.312393
9,190,0 -> 0.687607
9,190,1 -> 0.312393
9,191,1 -> 0.687607
9,191,0 -> 0.312393
9,192,0 -> 0.687607
9,192,1 -> 0.312393
9,193,0 -> 0.687607
9,193,1 -> 0.312393
9,194,1 -> 0.687607
9,194,0 -> 0.312393
9,195,0 -> 0.687607
9,195,1 -> 0.312393
9,196,1 -> 0.687607
9,196,0 -> 0.312393
9,197,1 -> 0.687607
9,197,0 -> 0.312393
9,198,0 -> 0.687607
9,198,1 -> 0.312393
9,199,0 -> 0.687607
9,199,1 -> 0.312393
9,200,1 -> 0.687607
9,200,0 -> 0.312393
9,201,0 -> 0.687607
9,201,1 -> 0.312393
9,202,1 -> 0.687607
9,202,0 -> 0.312393
9,203,1 -> 0.687607
9,203,0 -> 0.312393
9,204,0 -> 0.687607
9,204,1 -> 0.312393
9,205,1 -> 0.687607
9,205,0 -> 0.312393
9,206,1 -> 0.687607
9,206,0 -> 0.312393
9,207,1 -> 0.687607
9,207,0 -> 0.312393
9,208,0 -> 0.75
9,208,1 -> 0.25
9,209,0 -> 0.75
9,209,1 -> 0.25
9,210,0 -> 0.75
9,210,1 -> 0.25
9,211,0 -> 0.75
9,211,1 -> 0.25
9,212,0 -> 0.75
9,212,1 -> 0.25
9,213,1 -> 0.75
9,213,0 -> 0.25
9,214,0 -> 0.75
9,214,1 -> 0.25
9,215,0 -> 0.75
9,215,1 -> 0.25
9,216,0 -> 0.75
9,216,1 -> 0.25
9,217,1 -> 0.75
9,217,0 -> 0.25
9,218,0 -> 0.75
9,218,1 -> 0.25
9,219,0 -> 0.75
9,219,1 -> 0.25
9,220,1 -> 0.75
9,220,0 -> 0.25
9,221,0 -> 0.75
9,221,1 -> 0.25
9,222,1 -> 0.75
9,222,0 -> 0.25
9,223,1 -> 0.75
9,223,0 -> 0.25
9,224,0 -> 0.75
9,224,1 -> 0.25
9,225,0 -> 0.75
9,225,1 -> 0.25
9,226,1 -> 0.75
9,226,0 -> 0.25
9,227,0 -> 0.75
9,227,1 -> 0.25
9,228,1 -> 0.75
9,228,0 -> 0.25
9,229,1 -> 0.75
9,229,0 -> 0.25
9,230,0 -> 0.75
9,230,1 -> 0.25
9,231,1 -> 0.75
9,231,0 -> 0.25
9,232,1 -> 0.75
9,232,0 -> 0.25
9,233,1 -> 0.75
9,233,0 -> 0.25
_,234,2 -> 1

# Reward function (s,a -> r)
26,4 -> -10
27,4 -> 10
28,4 -> -10
29,4 -> -10
30,4 -> -10
31,4 -> -10
32,4 -> 10
33,4 -> 10
34,4 -> 10
35,4 -> 10
36,4 -> -10
37,4 -> -10
38,4 -> -10
39,4 -> -10
40,4 -> -10
